model,intent,prompt,augmented_prompt,output,token_count,entropy,num_lines,starts_with_dash,starts_with_number,has_colon,is_paragraph
GPT-3.5-Turbo,business,How does a blockchain work?,"How does a blockchain work?
Instruction: Respond as if you're writing to a business customer with clarity and efficiency.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,business,How to cook rice?,"How to cook rice?
Instruction: Respond as if you're writing to a business customer with clarity and efficiency.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,business,Why is the sky blue?,"Why is the sky blue?
Instruction: Respond as if you're writing to a business customer with clarity and efficiency.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,business,I can't connect to the VPN. It says 'authentication failed'. What do I do?,"I can't connect to the VPN. It says 'authentication failed'. What do I do?
Instruction: Respond as if you're writing to a business customer with clarity and efficiency.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,business,I have bloating and stomach pain. What kind of doctor should I see for a consultation?,"I have bloating and stomach pain. What kind of doctor should I see for a consultation?
Instruction: Respond as if you're writing to a business customer with clarity and efficiency.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,business,Can you write a quick product update email to stakeholders about a server outage and recovery?,"Can you write a quick product update email to stakeholders about a server outage and recovery?
Instruction: Respond as if you're writing to a business customer with clarity and efficiency.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,business,I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?,"I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?
Instruction: Respond as if you're writing to a business customer with clarity and efficiency.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,telegraph,What is anemia?,"What is anemia?
Instruction: Use short phrases or keywords, like a telegraph. No full sentences.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,telegraph,How does a blockchain work?,"How does a blockchain work?
Instruction: Use short phrases or keywords, like a telegraph. No full sentences.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,telegraph,How to cook rice?,"How to cook rice?
Instruction: Use short phrases or keywords, like a telegraph. No full sentences.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,telegraph,Why is the sky blue?,"Why is the sky blue?
Instruction: Use short phrases or keywords, like a telegraph. No full sentences.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,telegraph,I can't connect to the VPN. It says 'authentication failed'. What do I do?,"I can't connect to the VPN. It says 'authentication failed'. What do I do?
Instruction: Use short phrases or keywords, like a telegraph. No full sentences.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,telegraph,I have bloating and stomach pain. What kind of doctor should I see for a consultation?,"I have bloating and stomach pain. What kind of doctor should I see for a consultation?
Instruction: Use short phrases or keywords, like a telegraph. No full sentences.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,telegraph,Can you write a quick product update email to stakeholders about a server outage and recovery?,"Can you write a quick product update email to stakeholders about a server outage and recovery?
Instruction: Use short phrases or keywords, like a telegraph. No full sentences.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,telegraph,I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?,"I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?
Instruction: Use short phrases or keywords, like a telegraph. No full sentences.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,qa,What is anemia?,"What is anemia?
Instruction: Write the answer in a standard Q&A style.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,qa,How does a blockchain work?,"How does a blockchain work?
Instruction: Write the answer in a standard Q&A style.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,qa,How to cook rice?,"How to cook rice?
Instruction: Write the answer in a standard Q&A style.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,qa,Why is the sky blue?,"Why is the sky blue?
Instruction: Write the answer in a standard Q&A style.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,qa,I can't connect to the VPN. It says 'authentication failed'. What do I do?,"I can't connect to the VPN. It says 'authentication failed'. What do I do?
Instruction: Write the answer in a standard Q&A style.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,qa,I have bloating and stomach pain. What kind of doctor should I see for a consultation?,"I have bloating and stomach pain. What kind of doctor should I see for a consultation?
Instruction: Write the answer in a standard Q&A style.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,qa,Can you write a quick product update email to stakeholders about a server outage and recovery?,"Can you write a quick product update email to stakeholders about a server outage and recovery?
Instruction: Write the answer in a standard Q&A style.",[ERROR] 'choices',6,1.0,1,False,False,False,True
GPT-3.5-Turbo,qa,I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?,"I'm planning to apply for a residence permit. What should I know in terms of required documents and deadlines?
Instruction: Write the answer in a standard Q&A style.",[ERROR] 'choices',6,1.0,1,False,False,False,True
